location,total_sqft,bath,price,bhk,property_type,amenities_score
Whitefield,1440.0,2.0,6400000.0,3,Apartment,7
Basavangudi,1600.0,2.0,16000000.0,3,Apartment,5
Ramagondanahalli,1253.0,2.0,5266000.0,2,Apartment,6
other,1200.0,3.0,8500000.0,3,Apartment,5
Padmanabhanagar,1360.0,2.0,7500000.0,3,Apartment,8
other,1086.0,2.0,4750000.0,2,Apartment,7
other,1655.0,3.0,15500000.0,3,Apartment,8
Old Madras Road,2600.0,4.0,26000000.0,4,Villa,8
Sarjapur  Road,1418.0,2.0,7800000.0,2,Apartment,7
Kalena Agrahara,1270.0,2.0,10000000.0,2,Apartment,5
Begur Road,1410.0,2.0,5217000.0,3,Apartment,7
other,1150.0,2.0,7400000.0,2,Apartment,8
Ramamurthy Nagar,600.0,3.0,4500000.0,2,Apartment,5
other,1440.0,3.0,6580000.0,3,Apartment,6
other,1200.0,2.0,10800000.0,3,Apartment,9
other,1200.0,2.0,7500000.0,2,Apartment,6
Begur Road,1410.0,2.0,5006000.0,3,Apartment,8
Chandapura,1200.0,5.0,9200000.0,4,Apartment,5
Whitefield,624.0,1.0,3500000.0,1,Apartment,5
Electronic City,1060.0,2.0,5800000.0,2,Apartment,8
Hebbal,3960.0,5.0,38600000.0,4,Villa,9
Whitefield,1200.0,2.0,4500000.0,2,Apartment,8
Vidyaranyapura,1200.0,4.0,17500000.0,4,Apartment,8
Sarjapur,1917.0,3.0,6000000.0,4,Apartment,8
KR Puram,950.0,2.0,4000000.0,2,Apartment,8
Channasandra,3040.0,2.0,4800000.0,2,Apartment,7
BTM 2nd Stage,1250.0,3.0,5000000.0,3,Apartment,8
Vishwapriya Layout,1235.0,2.0,6000000.0,2,Apartment,8
Budigere,722.0,1.0,4600000.0,1,Apartment,8
Kanakpura Road,2775.0,3.0,16500000.0,4,Villa,9
Sarjapur  Road,1200.0,2.0,9300000.0,2,Apartment,8
Bannerghatta Road,1400.0,3.0,6800000.0,3,Apartment,6
other,1225.0,3.0,6000000.0,3,Apartment,9
Marathahalli,1220.0,2.0,5850000.0,2,Apartment,6
Nagavarapalya,705.0,1.0,5250000.0,1,Apartment,6
Battarahalli,1880.0,3.0,9436000.0,3,Apartment,6
Yelahanka,1200.0,2.0,7000000.0,2,Apartment,6
other,1550.0,2.0,6000000.0,3,Apartment,5
Lingadheeranahalli,1893.0,3.0,13000000.0,3,Apartment,9
other,1650.0,3.0,7500000.0,3,Apartment,7
other,1113.0,2.0,4600000.0,2,Apartment,6
other,1500.0,2.0,20300000.0,2,Apartment,6
Sarjapur  Road,1586.0,3.0,7000000.0,3,Apartment,5
Seegehalli,4000.0,3.0,23500000.0,3,Apartment,7
Yelahanka New Town,1541.0,3.0,8000000.0,3,Apartment,7
Haralur Road,1830.0,3.0,10100000.0,3,Apartment,8
Kodigehalli,1200.0,2.0,4800000.0,2,Apartment,5
other,1800.0,2.0,7200000.0,3,Apartment,8
Bommasandra,1015.0,2.0,4000000.0,2,Apartment,8
Raja Rajeshwari Nagar,1120.0,2.0,3795000.0000000005,2,Apartment,7
Hoodi,706.0,1.0,4824000.0,1,Apartment,9
other,1350.0,4.0,8500000.0,4,Apartment,9
Kanakpura Road,1900.0,3.0,9900000.0,3,Apartment,9
Harlur,1200.0,4.0,24300000.0,4,Apartment,8
Seegehalli,3000.0,5.0,15000000.0,4,Villa,9
Bisuvanahalli,1075.0,2.0,4200000.0,3,Apartment,9
Kanakpura Road,1290.0,2.0,8000000.0,2,Apartment,5
Akshaya Nagar,1200.0,2.0,5000000.0,2,Apartment,6
Hormavu,1150.0,2.0,5311000.0,2,Apartment,9
Uttarahalli,1360.0,2.0,6120000.0,3,Apartment,8
other,4500.0,9.0,50000000.0,9,Villa,8
other,935.0,2.0,3272999.9999999995,2,Apartment,6
Cox Town,1730.0,3.0,14000000.0,3,Apartment,7
Sarjapur  Road,1260.0,2.0,5300000.0,2,Apartment,6
Marathahalli,4000.0,4.0,65000000.0,4,Villa,9
Marathahalli,950.0,2.0,4568000.0,2,Apartment,9
other,600.0,3.0,8500000.0,2,Apartment,8
other,2500.0,5.0,12000000.0,5,Villa,7
Hegde Nagar,3216.0,5.0,30000000.0,4,Villa,9
Budigere,1991.0,4.0,8800000.0,3,Apartment,6
Sarjapur  Road,1115.0,2.0,6000000.0,2,Apartment,8
Koramangala,1900.0,3.0,15000000.0,3,Apartment,9
Whitefield,1109.0,2.0,4149000.0,2,Apartment,5
Rajiv Nagar,2340.0,5.0,12900000.0,4,Villa,7
Whitefield,4356.0,5.0,85000000.0,4,Villa,7
9th Phase JP Nagar,1005.0,2.0,4300000.0,2,Apartment,9
Kengeri,416.0,1.0,1950000.0,1,Apartment,9
1st Phase JP Nagar,1394.0,2.0,10000000.0,2,Apartment,8
Harlur,2138.0,3.0,11000000.0,3,Apartment,8
other,1550.0,3.0,16000000.0,3,Apartment,8
Nagavarapalya,1300.0,3.0,8000000.0,3,Apartment,6
Thanisandra,1265.0,2.0,8200000.0,2,Apartment,5
other,1140.0,2.0,5200000.0,2,Apartment,6
other,1050.0,2.0,4000000.0,2,Apartment,5
Thanisandra,1100.0,2.0,4800000.0,2,Apartment,7
Varthur,1012.0,2.0,5900000.0,2,Apartment,9
Varthur,1600.0,4.0,11200000.0,4,Apartment,6
Yelahanka,1326.0,2.0,5700000.0,2,Apartment,5
Hebbal Kempapura,1654.0,2.0,8500000.0,3,Apartment,9
other,1705.0,2.0,29000000.0,3,Apartment,7
Chikkalasandra,1070.0,2.0,4280000.0,2,Apartment,7
Whitefield,1700.0,3.0,9500000.0,3,Apartment,6
Bhoganhalli,910.2,2.0,8064000.0,2,Apartment,6
Kogilu,1140.0,2.0,5066000.0,2,Apartment,7
Whitefield,4960.0,4.0,40000000.0,4,Villa,8
Talaghattapura,2254.0,3.0,17000000.0,3,Apartment,7
Kanakapura,945.0,2.0,4700000.0,2,Apartment,5
Giri Nagar,1350.0,3.0,24000000.0,3,Apartment,6
Marathahalli,615.0,1.0,4400000.0,1,Apartment,7
Ramamurthy Nagar,1110.0,2.0,6500000.0,2,Apartment,5
Haralur Road,575.0,1.0,8800000.0,1,Apartment,8
Electronic City,1025.0,2.0,5410000.0,2,Apartment,9
other,1758.0,3.0,9500000.0,3,Apartment,5
other,3179.0,5.0,35100000.0,4,Villa,8
Kaikondrahalli,1342.0,3.0,9200000.0,3,Apartment,8
Kalyan nagar,1800.0,3.0,8500000.0,3,Apartment,8
Whitefield,2928.0,4.0,19800000.0,4,Villa,8
Doddathoguru,1140.0,2.0,3200000.0,2,Apartment,8
Raja Rajeshwari Nagar,1608.0,2.0,8500000.0,2,Apartment,9
Kadugodi,1645.0,2.0,8200000.0,3,Apartment,8
Ramamurthy Nagar,1410.0,2.0,5640000.0,3,Apartment,8
Harlur,1200.0,2.0,5200000.0,2,Apartment,5
8th Phase JP Nagar,1275.0,2.0,4150000.0,3,Apartment,5
Dodda Nekkundi,3800.0,4.0,60000000.0,4,Villa,9
other,909.0,2.0,4000000.0,3,Apartment,7
other,1200.0,3.0,8500000.0,2,Apartment,6
Kalyan nagar,1080.0,2.0,7300000.0,2,Apartment,6
other,1200.0,2.0,3400000.0,2,Apartment,8
Akshaya Nagar,1092.0,2.0,6000000.0,2,Apartment,6
Jalahalli,1932.0,4.0,13500000.0,3,Apartment,7
KR Puram,1156.0,2.0,7200000.0,2,Apartment,5
Bellandur,924.0,2.0,3511000.0,2,Apartment,7
Thubarahalli,1330.0,2.0,7500000.0,2,Apartment,5
Thanisandra,1917.0,4.0,11300000.0,3,Apartment,6
Chandapura,985.0,2.0,2512000.0,2,Apartment,5
other,2400.0,6.0,40800000.0,6,Villa,7
other,1800.0,5.0,50000000.0,4,Apartment,8
other,1290.0,1.0,22500000.0,2,Apartment,7
Kodigehalli,655.0,1.0,5300000.0,1,Apartment,7
other,1800.0,3.0,14000000.0,3,Apartment,7
Margondanahalli,1360.0,2.0,4500000.0,4,Apartment,8
Bellandur,1785.0,3.0,11800000.0,3,Apartment,7
Kadugodi,4000.0,7.0,13000000.0,7,Villa,8
Hebbal,1645.0,3.0,12000000.0,3,Apartment,6
Gottigere,1235.0,2.0,6300000.0,2,Apartment,6
Anandapura,900.0,2.0,4800000.0,2,Apartment,6
Thanisandra,662.0,1.0,4200000.0,1,Apartment,6
Whitefield,1215.0,2.0,6200000.0,2,Apartment,7
Bisuvanahalli,845.0,2.0,3700000.0,2,Apartment,8
Sarjapur  Road,1525.0,2.0,8700000.0,3,Apartment,8
other,1000.0,2.0,4800000.0,2,Apartment,9
Hebbal,1255.0,2.0,9000000.0,3,Apartment,7
Mysore Road,1560.0,3.0,12000000.0,3,Apartment,6
Kasavanhalli,2100.0,3.0,11000000.0,3,Apartment,8
Kodichikkanahalli,1620.0,2.0,8500000.0,3,Apartment,9
Marathahalli,1595.0,3.0,9000000.0,3,Apartment,5
other,1095.0,2.0,3852000.0000000005,2,Apartment,5
9th Phase JP Nagar,835.0,2.0,3700000.0,2,Apartment,9
Hennur Road,2182.0,3.0,7204000.000000001,3,Apartment,5
Thigalarapalya,1418.0,2.0,10600000.0,2,Apartment,9
Sanjay nagar,1900.0,2.0,18000000.0,3,Apartment,5
BTM 2nd Stage,1070.0,2.0,4800000.0,2,Apartment,6
Electronics City Phase 1,755.0,1.0,4241000.0,1,Apartment,8
Hebbal,1645.0,3.0,11700000.0,3,Apartment,6
Sarjapur,2400.0,3.0,19000000.0,3,Apartment,9
Chandapura,645.0,1.0,1645000.0,1,Apartment,7
other,3900.0,4.0,33300000.0,4,Villa,9
other,2400.0,4.0,20000000.0,3,Apartment,5
Electronics City Phase 1,919.0,2.0,2800000.0,2,Apartment,5
Bannerghatta Road,1725.0,3.0,11000000.0,3,Apartment,8
Sarjapur  Road,1346.0,2.0,7131999.999999999,2,Apartment,8
Electronic City Phase II,1070.0,2.0,4500000.0,2,Apartment,8
Begur Road,1225.0,2.0,3552000.0000000005,2,Apartment,7
Neeladri Nagar,640.0,1.0,2050000.0,1,Apartment,7
Chikkalasandra,1310.0,2.0,5240000.0,3,Apartment,8
Kanakapura,1190.0,2.0,3900000.0,2,Apartment,5
other,1645.0,3.0,8750000.0,3,Apartment,5
Marathahalli,1350.0,2.0,8900000.0,2,Apartment,7
Vittasandra,1404.0,2.0,6880000.0,2,Apartment,9
Electronic City,1105.0,2.0,3500000.0,3,Apartment,8
Kanakpura Road,900.0,2.0,4100000.0,2,Apartment,6
other,1650.0,4.0,32000000.0,4,Apartment,6
Dodda Nekkundi,1100.0,2.0,4115000.0,2,Apartment,8
Thanisandra,2100.0,4.0,9500000.0,4,Apartment,5
Thanisandra,1948.0,3.0,13000000.0,3,Apartment,6
Singasandra,1464.0,3.0,5600000.0,3,Apartment,8
Raja Rajeshwari Nagar,1210.0,2.0,4500000.0,2,Apartment,6
Yelahanka,4000.0,5.0,22000000.0,5,Villa,8
other,1252.0,2.0,5500000.0,2,Apartment,5
other,2600.0,3.0,14000000.0,3,Apartment,7
7th Phase JP Nagar,1300.0,3.0,8913000.0,3,Apartment,7
7th Phase JP Nagar,1130.0,2.0,7300000.0,2,Apartment,7
Budigere,1200.0,3.0,13500000.0,4,Apartment,9
Thanisandra,1690.0,3.0,12500000.0,3,Apartment,7
Padmanabhanagar,4500.0,4.0,36000000.0,3,Apartment,9
other,950.0,2.0,6000000.0,2,Apartment,6
Marathahalli,1020.0,2.0,5700000.0,2,Apartment,9
other,2107.0,4.0,9500000.0,4,Apartment,9
Marathahalli,1735.0,3.0,7200000.0,3,Apartment,5
Sarjapur  Road,915.0,2.0,3700000.0,2,Apartment,5
other,1450.0,3.0,6800000.0,3,Apartment,7
Thigalarapalya,2215.0,4.0,15600000.0,3,Apartment,5
other,2431.0,3.0,10000000.0,3,Apartment,7
Hennur Road,1804.0,3.0,10200000.0,3,Apartment,7
Marathahalli,1600.0,3.0,8800000.0,2,Apartment,6
Uttarahalli,1280.0,2.0,7500000.0,2,Apartment,5
Hebbal,1255.0,3.0,7768000.000000001,3,Apartment,9
Koramangala,1320.0,2.0,15000000.0,2,Apartment,7
Hoodi,1257.0,2.0,6900000.0,2,Apartment,6
Raja Rajeshwari Nagar,1240.0,2.0,5327000.0,2,Apartment,8
other,1200.0,4.0,24000000.0,4,Apartment,5
Bannerghatta Road,1850.0,6.0,15000000.0,6,Apartment,5
Hulimavu,1255.0,2.0,6600000.0,2,Apartment,5
Ananth Nagar,870.0,2.0,3600000.0,2,Apartment,7
Tumkur Road,1789.0,3.0,9800000.0,3,Apartment,5
Electronic City,660.0,1.0,1800000.0,2,Apartment,6
other,1155.0,2.0,5600000.0,2,Apartment,7
R.T. Nagar,1235.0,2.0,6500000.0,2,Apartment,8
Yelahanka,2675.0,4.0,14000000.0,4,Villa,7
CV Raman Nagar,1025.0,2.0,5000000.0,2,Apartment,7
Raja Rajeshwari Nagar,1395.0,2.0,7200000.0,3,Apartment,8
Rachenahalli,1530.0,2.0,7440000.000000001,3,Apartment,8
Dodda Nekkundi,1252.0,2.0,7100000.0,3,Apartment,5
Hennur Road,1081.0,2.0,3027000.0,2,Apartment,8
Haralur Road,1255.0,3.0,13000000.0,3,Apartment,6
Ardendale,2062.0,3.0,15000000.0,4,Apartment,7
Choodasandra,1220.0,3.0,5600000.0,3,Apartment,9
Jigani,1408.0,2.0,5500000.0,3,Apartment,5
Bisuvanahalli,1180.0,2.0,6000000.0,3,Apartment,8
Sarjapur  Road,715.0,1.0,2900000.0,1,Apartment,5
Sarjapur  Road,1230.0,2.0,9450000.0,2,Apartment,9
Kaggadasapura,1035.0,2.0,4550000.0,2,Apartment,8
EPIP Zone,3360.0,5.0,22500000.0,4,Villa,7
Kathriguppe,1300.0,3.0,7798999.999999999,3,Apartment,8
Kanakpura Road,1100.0,3.0,5297000.0,3,Apartment,8
Whitefield,1216.0,2.0,8400000.0,2,Apartment,7
other,1450.0,2.0,6263000.0,2,Apartment,6
Nagavarapalya,705.0,1.0,5700000.0,1,Apartment,6
Gottigere,1385.0,3.0,6400000.0,3,Apartment,8
Anekal,1200.0,2.0,3610000.0,2,Apartment,6
Electronic City Phase II,1310.0,2.0,3275000.0,3,Apartment,8
Sarjapur  Road,1043.0,2.0,3950000.0,2,Apartment,7
Koramangala,1320.0,2.0,11000000.0,2,Apartment,9
other,1900.0,3.0,20500000.0,3,Apartment,8
Varthur,1140.0,2.0,3990000.0,2,Apartment,7
Kadugodi,1100.0,2.0,4500000.0,2,Apartment,9
Hebbal,1586.0,3.0,9000000.0,3,Apartment,7
Chandapura,975.0,2.0,2486000.0,2,Apartment,8
other,1365.0,3.0,6000000.0,2,Apartment,9
Rajaji Nagar,1263.0,2.0,10700000.0,2,Apartment,6
Begur Road,1565.0,2.0,5976000.0,3,Apartment,9
Karuna Nagar,1163.0,3.0,18000000.0,3,Apartment,7
Whitefield,2882.0,5.0,20400000.0,4,Villa,9
Hennur Road,2320.0,3.0,17000000.0,3,Apartment,8
Sarjapur  Road,1750.0,3.0,9900000.0,3,Apartment,9
Kudlu,1143.0,2.0,5500000.0,2,Apartment,7
Hennur Road,1936.0,3.0,11800000.0,3,Apartment,5
Electronic City,660.0,1.0,1500000.0,2,Apartment,5
Chandapura,700.0,1.0,1900000.0,2,Apartment,6
other,1402.0,2.0,8500000.0,3,Apartment,7
Hebbal,4640.0,4.0,60000000.0,4,Villa,8
Electronic City,1000.0,2.0,4100000.0,2,Apartment,5
Gottigere,1000.0,2.0,3500000.0,2,Apartment,8
Kengeri Satellite Town,818.0,2.0,2600000.0,2,Apartment,8
Bommenahalli,1680.0,3.0,13500000.0,4,Apartment,5
Kalyan nagar,2422.0,3.0,15000000.0,4,Villa,8
Indira Nagar,1145.0,2.0,10000000.0,2,Apartment,8
Chandapura,1190.0,2.0,3035000.0,3,Apartment,6
Sarjapur  Road,1145.0,2.0,6200000.0,2,Apartment,7
Somasundara Palya,1575.0,3.0,6800000.0,3,Apartment,5
Bannerghatta Road,9000.0,4.0,39000000.0,3,Apartment,8
Thanisandra,1200.0,2.0,4600000.0,2,Apartment,6
Yelahanka,1500.0,2.0,6300000.0,3,Apartment,9
Ramamurthy Nagar,2560.0,4.0,7500000.0,4,Villa,9
Kothanur,1583.0,3.0,7609999.999999999,3,Apartment,7
Kanakpura Road,700.0,2.0,3497999.9999999995,2,Apartment,6
Bannerghatta Road,950.0,2.0,3800000.0,2,Apartment,5
Banashankari,1041.0,2.0,3644000.0,2,Apartment,7
Thubarahalli,1085.0,2.0,7000000.0,2,Apartment,5
Anjanapura,1070.0,2.0,3700000.0,2,Apartment,8
Raja Rajeshwari Nagar,1165.0,2.0,4500000.0,2,Apartment,9
Bommasandra,1000.0,2.0,3500000.0,2,Apartment,9
Horamavu Agara,1169.0,2.0,6400000.0,2,Apartment,8
Whitefield,1840.0,3.0,14000000.0,3,Apartment,8
other,1550.0,3.0,7500000.0,3,Apartment,5
Kaval Byrasandra,997.0,2.0,5300000.0,2,Apartment,8
Gunjur,1457.0,2.0,6000000.0,2,Apartment,7
ISRO Layout,1000.0,2.0,6000000.0,2,Apartment,8
KR Puram,1000.0,2.0,6000000.0,2,Apartment,7
Sarjapur  Road,1500.0,3.0,8800000.0,3,Apartment,7
Lakshminarayana Pura,1165.0,2.0,7500000.0,2,Apartment,5
Kasavanhalli,1787.0,3.0,12300000.0,3,Apartment,7
Raja Rajeshwari Nagar,1288.0,2.0,7000000.0,3,Apartment,7
Thanisandra,1430.0,2.0,5411000.0,3,Apartment,9
Doddathoguru,750.0,1.0,2550000.0,1,Apartment,7
Channasandra,1200.0,3.0,6777000.0,3,Apartment,7
Electronic City,1500.0,2.0,7800000.0,3,Apartment,9
Ambalipura,1230.0,2.0,6625000.0,2,Apartment,7
Marathahalli,780.0,1.0,5500000.0,1,Apartment,5
Bannerghatta Road,1220.0,2.0,8000000.0,2,Apartment,8
Kanakpura Road,1110.0,2.0,4300000.0,2,Apartment,7
other,2100.0,3.0,24000000.0,3,Apartment,5
Akshaya Nagar,1690.0,3.0,8500000.0,3,Apartment,5
Bannerghatta Road,1130.0,2.0,7800000.0,2,Apartment,5
Electronic City,1213.0,2.0,5932000.0,2,Apartment,5
Kengeri,900.0,2.0,4500000.0,2,Apartment,5
Panathur,1199.0,2.0,8500000.0,2,Apartment,7
other,5000.0,4.0,29000000.0,4,Villa,8
Uttarahalli,661.0,1.0,3600000.0,1,Apartment,7
other,1804.0,2.0,28500000.0,2,Apartment,9
Marathahalli,1710.0,3.0,10000000.0,3,Apartment,8
Kengeri Satellite Town,1030.0,2.0,5000000.0,2,Apartment,7
Choodasandra,1220.0,3.0,5600000.0,3,Apartment,8
Marathahalli,1530.0,3.0,7350000.0,3,Apartment,5
Ramamurthy Nagar,1200.0,2.0,7800000.0,2,Apartment,6
other,2000.0,3.0,8500000.0,3,Apartment,6
Nagarbhavi,300.0,1.0,2000000.0,1,Apartment,7
Green Glen Layout,1751.0,2.0,11500000.0,3,Apartment,7
R.T. Nagar,800.0,1.0,17000000.0,2,Apartment,5
Panathur,1255.0,2.0,7900000.0,2,Apartment,5
Whitefield,1778.0,3.0,12200000.0,3,Apartment,8
other,1100.0,2.0,4500000.0,2,Apartment,7
Hennur Road,1480.0,2.0,6500000.0,2,Apartment,7
Marathahalli,1358.0,2.0,8100000.0,2,Apartment,6
Electronics City Phase 1,580.0,1.0,2700000.0,1,Apartment,7
Choodasandra,1197.0,2.0,6300000.0,2,Apartment,5
HRBR Layout,1200.0,2.0,17000000.0,4,Apartment,7
Lingadheeranahalli,1705.0,3.0,11000000.0,3,Apartment,9
Electronic City Phase II,1310.0,2.0,3783000.0,3,Apartment,5
Hoodi,1132.0,2.0,6790000.000000001,2,Apartment,7
other,1200.0,3.0,14000000.0,3,Apartment,6
other,814.0,2.0,5500000.0,2,Apartment,9
Electronic City,1575.0,3.0,9000000.0,3,Apartment,5
Pattandur Agrahara,1302.0,2.0,6600000.0,2,Apartment,5
Hegde Nagar,2006.8,4.0,19600000.0,3,Apartment,8
other,1100.0,2.0,4400000.0,2,Apartment,7
other,2400.0,5.0,40000000.0,5,Villa,7
other,830.0,2.0,3700000.0,2,Apartment,7
Electronic City,435.0,1.0,1950000.0,1,Apartment,8
other,1590.0,3.0,12000000.0,3,Apartment,6
Electronic City Phase II,1140.0,2.0,3306000.0,2,Apartment,5
Kasavanhalli,1090.0,2.0,5980000.0,2,Apartment,8
Thanisandra,1922.0,3.0,10600000.0,3,Apartment,5
Thanisandra,965.0,2.0,6700000.0,2,Apartment,7
Mysore Road,883.0,2.0,4095000.0000000005,2,Apartment,5
8th Phase JP Nagar,1062.0,2.0,4247000.0,2,Apartment,6
Electronic City Phase II,1089.0,2.0,3267000.0,2,Apartment,7
Babusapalaya,1358.0,2.0,4310000.0,3,Apartment,5
Hoodi,1108.0,2.0,8700000.0,2,Apartment,8
Harlur,1197.0,2.0,7900000.0,2,Apartment,5
Sarjapur  Road,1190.0,2.0,5000000.0,2,Apartment,9
Vijayanagar,1749.0,3.0,11700000.0,3,Apartment,8
Sarjapur  Road,1750.0,3.0,21500000.0,4,Apartment,5
Kasavanhalli,1691.0,3.0,10400000.0,3,Apartment,5
Electronic City,1449.0,3.0,10000000.0,3,Apartment,8
Whitefield,1400.0,2.0,8000000.0,2,Apartment,6
Electronic City,1310.0,2.0,3783000.0,3,Apartment,9
other,1100.0,2.0,4800000.0,2,Apartment,7
other,1230.0,2.0,5351000.0,3,Apartment,8
Green Glen Layout,1750.0,3.0,13000000.0,3,Apartment,8
7th Phase JP Nagar,1450.0,3.0,10000000.0,3,Apartment,5
Haralur Road,1810.0,3.0,12600000.0,3,Apartment,8
Vittasandra,1246.0,2.0,6230000.0,2,Apartment,6
Brookefield,1420.0,3.0,8500000.0,3,Apartment,5
Old Airport Road,2658.0,5.0,18700000.0,4,Villa,9
other,1450.0,2.0,8960000.0,3,Apartment,9
other,1200.0,4.0,23000000.0,4,Apartment,9
other,1367.0,2.0,6200000.0,2,Apartment,5
Talaghattapura,2254.0,3.0,17000000.0,3,Apartment,6
Begur Road,1160.0,2.0,4200000.0,2,Apartment,6
Kadugodi,1711.0,3.0,7500000.0,3,Apartment,5
Raja Rajeshwari Nagar,1120.0,2.0,3797000.0,2,Apartment,9
Kaggalipura,950.0,2.0,4700000.0,2,Apartment,6
Basavangudi,1560.0,2.0,14500000.0,2,Apartment,8
Kanakpura Road,1225.0,2.0,6000000.0,2,Apartment,9
TC Palaya,1200.0,2.0,6600000.0,3,Apartment,7
other,1340.0,2.0,7700000.0,2,Apartment,5
Sarjapur  Road,1846.0,3.0,14500000.0,3,Apartment,6
Dodda Nekkundi,1155.0,2.0,4600000.0,2,Apartment,9
Balagere,1205.0,2.0,7000000.0,2,Apartment,7
Thanisandra,1140.0,2.0,3600000.0,2,Apartment,8
Raja Rajeshwari Nagar,1140.0,2.0,3865000.0,2,Apartment,9
Jalahalli East,1300.0,2.0,6300000.0,3,Apartment,8
Bellandur,1051.0,2.0,6000000.0,2,Apartment,8
Uttarahalli,1134.0,2.0,4536000.0,2,Apartment,6
Kodihalli,2500.0,4.0,26000000.0,3,Apartment,5
other,12000.0,9.0,190000000.0,8,Villa,9
other,1135.0,2.0,3290999.9999999995,2,Apartment,9
other,1745.0,3.0,7700000.0,3,Apartment,9
other,1665.0,3.0,10500000.0,3,Apartment,7
other,1220.0,2.0,4879000.0,2,Apartment,6
Kanakpura Road,1868.0,3.0,11300000.0,3,Apartment,6
other,2300.0,4.0,20000000.0,4,Villa,7
other,1210.0,2.0,7600000.0,2,Apartment,6
Ambalipura,1351.0,2.0,7700000.0,2,Apartment,7
Hebbal,1636.0,3.0,11900000.0,3,Apartment,9
R.T. Nagar,2400.0,6.0,45000000.0,5,Villa,9
Haralur Road,1464.0,2.0,5600000.0,2,Apartment,6
Attibele,418.0,1.0,1200000.0,1,Apartment,9
Kanakpura Road,1339.0,2.0,6200000.0,2,Apartment,5
Bannerghatta,2370.0,4.0,19500000.0,3,Apartment,8
Rachenahalli,1530.0,2.0,7450000.0,3,Apartment,9
other,1100.0,2.0,4600000.0,2,Apartment,5
7th Phase JP Nagar,1350.0,3.0,5800000.0,3,Apartment,5
Marathahalli,1290.0,2.0,5200000.0,2,Apartment,5
Bommasandra Industrial Area,1220.0,2.0,3522999.9999999995,3,Apartment,6
Sarjapur  Road,1846.0,3.0,15500000.0,3,Apartment,7
Hegde Nagar,1847.0,3.0,13500000.0,3,Apartment,7
Whitefield,3100.0,4.0,35000000.0,4,Villa,9
Hoodi,1430.0,2.0,11000000.0,2,Apartment,6
Old Madras Road,935.0,2.0,4500000.0,2,Apartment,9
Attibele,1350.0,3.0,8500000.0,3,Apartment,6
Hennur Road,1590.0,3.0,9650000.0,3,Apartment,9
other,1286.0,3.0,6700000.0,3,Apartment,5
other,1141.0,2.0,4000000.0,2,Apartment,6
Shivaji Nagar,1554.0,3.0,13000000.0,2,Apartment,5
Hebbal,3520.0,3.0,43000000.0,3,Apartment,6
Harlur,1749.0,3.0,11200000.0,3,Apartment,7
other,2250.0,5.0,36000000.0,5,Villa,9
other,1140.0,2.0,4500000.0,2,Apartment,8
Bommenahalli,1632.0,3.0,12800000.0,4,Apartment,9
Ramamurthy Nagar,1000.0,2.0,4100000.0,3,Apartment,8
other,1065.0,2.0,5800000.0,2,Apartment,8
Haralur Road,1520.0,2.0,9600000.0,3,Apartment,8
Bisuvanahalli,1075.0,2.0,4300000.0,3,Apartment,9
Gubbalala,1539.0,2.0,5236000.0,3,Apartment,5
Sector 7 HSR Layout,1342.0,2.0,11500000.0,2,Apartment,8
HBR Layout,1004.0,2.0,4900000.0,2,Apartment,5
Ramagondanahalli,1295.0,2.0,9500000.0,2,Apartment,7
Thanisandra,1098.0,2.0,7400000.0,2,Apartment,8
Kothanur,1070.0,2.0,4550000.0,2,Apartment,9
Hosa Road,1016.0,2.0,4000000.0,2,Apartment,5
Bellandur,1450.0,3.0,6800000.0,3,Apartment,6
Yelahanka,654.0,1.0,3700000.0,1,Apartment,8
Koramangala,5985.0,4.0,77500000.0,4,Villa,7
Yelachenahalli,1080.0,2.0,3800000.0,2,Apartment,5
Vijayanagar,1046.0,2.0,7500000.0,2,Apartment,9
Domlur,1950.0,3.0,16500000.0,3,Apartment,8
Bhoganhalli,1610.0,3.0,8453000.0,3,Apartment,9
Doddakallasandra,2493.0,3.0,11500000.0,3,Apartment,6
Ramagondanahalli,1151.0,2.0,5050000.0,2,Apartment,7
Electronic City,1125.0,2.0,5800000.0,2,Apartment,6
Kammasandra,992.0,2.0,2579000.0,2,Apartment,9
1st Block Jayanagar,1000.0,3.0,6000000.0,2,Apartment,7
Banashankari Stage II,2400.0,3.0,51000000.0,5,Villa,7
Bommanahalli,1850.0,3.0,9000000.0,3,Apartment,8
Harlur,1174.0,2.0,7500000.0,2,Apartment,9
Sultan Palaya,1100.0,2.0,4500000.0,2,Apartment,6
Raja Rajeshwari Nagar,1095.0,2.0,3833000.0,2,Apartment,5
Banashankari,3580.0,3.0,41100000.0,3,Apartment,7
Choodasandra,900.0,4.0,15500000.0,3,Apartment,5
other,1082.0,2.0,4200000.0,3,Apartment,6
Uttarahalli,1350.0,2.0,4724000.0,3,Apartment,5
Kadugodi,1314.0,2.0,7800000.0,2,Apartment,5
other,1290.0,2.0,4063000.0000000005,2,Apartment,5
Kaggadasapura,1010.0,2.0,5500000.0,2,Apartment,9
Shivaji Nagar,2200.0,2.0,11000000.0,2,Apartment,8
other,1636.0,3.0,9700000.0,3,Apartment,8
9th Phase JP Nagar,1050.0,2.0,3900000.0,2,Apartment,5
7th Phase JP Nagar,1200.0,2.0,20000000.0,2,Apartment,8
Haralur Road,1520.0,2.0,12500000.0,3,Apartment,7
5th Phase JP Nagar,2500.0,5.0,11000000.0,5,Villa,7
